time,elapsed_seconds,message
21:58:04,2138.78,completed iteration 1
21:58:04,0.0147517,beginning iteration 2
21:58:04,0.0007163,commencing to build jacobian parameter sets
21:58:04,0.0032035,jacobian parameter sets built, commencing model runs
22:21:46,1422.85,jacobian runs complete, processing runs
22:21:46,0.0039675,processing jacobian runs complete
22:21:46,2.03e-05,saving jacobian and sen files
22:21:46,0.0039864,commencing calculation of upgrade vector
22:21:46,0.0018439,forming JtQJ matrix
22:21:46,5.61e-05,commencing to scale JtQJ matrix- first SVD...
22:21:46,0.00014,starting REDSVD
22:21:46,0.0006612,retrieving REDSVD components
22:21:46,2.97e-05,trimming REDSVD components to 5elements
22:21:46,1.23e-05,done REDSVD
22:21:46,2.43e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
22:21:46,6.7e-06,JS
22:21:46,1.39e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
22:21:46,3.83e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
22:21:46,7e-06,commencing SVD factorization of lambda-scaled JtQJ
22:21:46,7.4e-06,starting REDSVD
22:21:46,2.17e-05,retrieving REDSVD components
22:21:46,8.1e-06,trimming REDSVD components to 5elements
22:21:46,5.9e-06,done REDSVD
22:21:46,5e-06,SVD factorization complete
22:21:46,0.0005258,commencing linear algebra multiplication to compute upgrade
22:21:46,9.1e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 6Vt info: rows = 5: cols = 10: size = 50: nonzeros = 30
22:21:46,6.5e-06,U info: rows = 10: cols = 5: size = 50: nonzeros = 30
22:21:46,5.9e-06,jac info: rows = 135: cols = 10: size = 1350: nonzeros = 726
22:21:46,5.54e-05,linear algebra multiplication to compute upgrade complete
22:21:46,3.18e-05,commencing check of parameter bounds and gradients
22:21:46,0.0023547,beginning upgrade vector calculations, lambda = 0.01
22:21:46,0.0002096,commencing calculation of upgrade vector
22:21:46,0.0002956,forming JtQJ matrix
22:21:46,2.3e-05,commencing to scale JtQJ matrix- first SVD...
22:21:46,6.8e-06,starting REDSVD
22:21:46,2.17e-05,retrieving REDSVD components
22:21:46,8.2e-06,trimming REDSVD components to 2elements
22:21:46,9.4e-06,done REDSVD
22:21:46,1.18e-05,S info: rows = 7: cols = 7: size = 49: nonzeros = 3
22:21:46,5.3e-06,JS
22:21:46,8.7e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
22:21:46,1.88e-05,S info: rows = 7: cols = 7: size = 49: nonzeros = 3
22:21:46,5e-06,commencing SVD factorization of lambda-scaled JtQJ
22:21:46,4.9e-06,starting REDSVD
22:21:46,1.44e-05,retrieving REDSVD components
22:21:46,6.9e-06,trimming REDSVD components to 2elements
22:21:46,5.2e-06,done REDSVD
22:21:46,4.9e-06,SVD factorization complete
22:21:46,0.0002377,commencing linear algebra multiplication to compute upgrade
22:21:46,9.3e-06,S info: rows = 7: cols = 7: size = 49: nonzeros = 3Vt info: rows = 2: cols = 7: size = 14: nonzeros = 6
22:21:46,6.2e-06,U info: rows = 7: cols = 2: size = 14: nonzeros = 6
22:21:46,5.9e-06,jac info: rows = 135: cols = 7: size = 945: nonzeros = 363
22:21:46,3.55e-05,linear algebra multiplication to compute upgrade complete
22:21:46,1.61e-05,commencing check of parameter bounds and gradients
22:21:46,9.7e-06,commencing calculation of upgrade vector
22:21:46,0.0002583,forming JtQJ matrix
22:21:46,1.85e-05,commencing to scale JtQJ matrix- first SVD...
22:21:46,5.4e-06,starting REDSVD
22:21:46,1.44e-05,retrieving REDSVD components
22:21:46,7.1e-06,trimming REDSVD components to 1elements
22:21:46,8.4e-06,done REDSVD
22:21:46,9.4e-06,S info: rows = 6: cols = 6: size = 36: nonzeros = 2
22:21:46,5.2e-06,JS
22:21:46,7.5e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
22:21:46,1.63e-05,S info: rows = 6: cols = 6: size = 36: nonzeros = 2
22:21:46,5.4e-06,commencing SVD factorization of lambda-scaled JtQJ
22:21:46,5.1e-06,starting REDSVD
22:21:46,1.26e-05,retrieving REDSVD components
22:21:46,7.1e-06,trimming REDSVD components to 1elements
22:21:46,5.1e-06,done REDSVD
22:21:46,4.9e-06,SVD factorization complete
22:21:46,6.21e-05,commencing linear algebra multiplication to compute upgrade
22:21:46,6.2e-06,S info: rows = 6: cols = 6: size = 36: nonzeros = 2Vt info: rows = 1: cols = 6: size = 6: nonzeros = 2
22:21:46,5.7e-06,U info: rows = 6: cols = 1: size = 6: nonzeros = 2
22:21:46,5.8e-06,jac info: rows = 135: cols = 6: size = 810: nonzeros = 242
22:21:46,3.35e-05,linear algebra multiplication to compute upgrade complete
22:21:46,2.25e-05,commencing check of parameter bounds
22:21:46,1.15e-05,limiting out of bounds pars
22:21:46,2.13e-05,change limit/bound enforcement for lambda 0.01: , scaling factor: 1
22:21:46,9.8e-06,checking for denormal floating point values
22:21:46,9.6e-06,transforming upgrade pars to model pars
22:21:46,9.3e-06,writing upgrade vector to csv file
22:21:46,0.0008408,beginning upgrade vector calculations, lambda = 0.1
22:21:46,0.0001492,commencing calculation of upgrade vector
22:21:46,0.000283,forming JtQJ matrix
22:21:46,2.18e-05,commencing to scale JtQJ matrix- first SVD...
22:21:46,3.48e-05,starting REDSVD
22:21:46,1.99e-05,retrieving REDSVD components
22:21:46,8.1e-06,trimming REDSVD components to 2elements
22:21:46,6.6e-06,done REDSVD
22:21:46,9.8e-06,S info: rows = 7: cols = 7: size = 49: nonzeros = 3
22:21:46,4.9e-06,JS
22:21:46,9.8e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
22:21:46,2.4e-05,S info: rows = 7: cols = 7: size = 49: nonzeros = 3
22:21:46,6.1e-06,commencing SVD factorization of lambda-scaled JtQJ
22:21:46,5.7e-06,starting REDSVD
22:21:46,1.73e-05,retrieving REDSVD components
22:21:46,8.2e-06,trimming REDSVD components to 2elements
22:21:46,6.6e-06,done REDSVD
22:21:46,6.1e-06,SVD factorization complete
22:21:46,8.45e-05,commencing linear algebra multiplication to compute upgrade
22:21:46,7.6e-06,S info: rows = 7: cols = 7: size = 49: nonzeros = 3Vt info: rows = 2: cols = 7: size = 14: nonzeros = 6
22:21:46,7.3e-06,U info: rows = 7: cols = 2: size = 14: nonzeros = 6
22:21:46,7e-06,jac info: rows = 135: cols = 7: size = 945: nonzeros = 363
22:21:46,4.12e-05,linear algebra multiplication to compute upgrade complete
22:21:46,1.74e-05,commencing check of parameter bounds and gradients
22:21:46,1.32e-05,commencing calculation of upgrade vector
22:21:46,0.0004054,forming JtQJ matrix
22:21:46,3.04e-05,commencing to scale JtQJ matrix- first SVD...
22:21:46,7.4e-06,starting REDSVD
22:21:46,1.76e-05,retrieving REDSVD components
22:21:46,8.8e-06,trimming REDSVD components to 1elements
22:21:46,7.9e-06,done REDSVD
22:21:46,1.15e-05,S info: rows = 6: cols = 6: size = 36: nonzeros = 2
22:21:46,6.6e-06,JS
22:21:46,9.4e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
22:21:46,1.99e-05,S info: rows = 6: cols = 6: size = 36: nonzeros = 2
22:21:46,6.4e-06,commencing SVD factorization of lambda-scaled JtQJ
22:21:46,6.1e-06,starting REDSVD
22:21:46,1.53e-05,retrieving REDSVD components
22:21:46,8.7e-06,trimming REDSVD components to 1elements
22:21:46,6.3e-06,done REDSVD
22:21:46,6.1e-06,SVD factorization complete
22:21:46,0.0001073,commencing linear algebra multiplication to compute upgrade
22:21:46,8.9e-06,S info: rows = 6: cols = 6: size = 36: nonzeros = 2Vt info: rows = 1: cols = 6: size = 6: nonzeros = 2
22:21:46,7.4e-06,U info: rows = 6: cols = 1: size = 6: nonzeros = 2
22:21:46,7.1e-06,jac info: rows = 135: cols = 6: size = 810: nonzeros = 242
22:21:46,3.81e-05,linear algebra multiplication to compute upgrade complete
22:21:46,1.4e-05,commencing check of parameter bounds
22:21:46,6.7e-06,limiting out of bounds pars
22:21:46,9.3e-06,change limit/bound enforcement for lambda 0.1: , scaling factor: 1
22:21:46,5.2e-06,checking for denormal floating point values
22:21:46,5.4e-06,transforming upgrade pars to model pars
22:21:46,5.4e-06,writing upgrade vector to csv file
22:21:46,0.0002544,beginning upgrade vector calculations, lambda = 1
22:21:46,0.0001419,commencing calculation of upgrade vector
22:21:46,0.000373,forming JtQJ matrix
22:21:46,2.8e-05,commencing to scale JtQJ matrix- first SVD...
22:21:46,8.7e-06,starting REDSVD
22:21:46,2.18e-05,retrieving REDSVD components
22:21:46,1.08e-05,trimming REDSVD components to 2elements
22:21:46,8.6e-06,done REDSVD
22:21:46,1.46e-05,S info: rows = 7: cols = 7: size = 49: nonzeros = 3
22:21:46,8.5e-06,JS
22:21:46,1.32e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
22:21:46,3.08e-05,S info: rows = 7: cols = 7: size = 49: nonzeros = 3
